"","week.day","hour","Leeds.trains","Leeds.av.delay","Sheffield.trains","Sheffield.av.delay","Nottingham.trains","Nottingham.av.delay","arrival.to","arrival.time","arrival.schedule","delay.secs","train_code"
"1534","Monday",18,47,3,23,1.5,14,0,"NTNG","18:57:13","18:58:00",-47,"1Y49"
"1535","Sunday",13,23,0,13,0,3,0,"NTNG","13:52:39","13:58:00",-321,"1Y29"
"1536","Friday",12,40,1,22,1,14,0.75,"NTNG","12:56:02","12:58:00",-118,"1Y25"
"1537","Thursday",18,46,1,22,1.75,13,0,"NTNG","18:58:17","18:58:00",17,"1Y49"
"1538","Tuesday",12,39,0,23,1,14,0,"NTNG","12:53:27","12:58:00",-273,"1Y25"
"1539","Wednesday",12,37,0,23,0.5,15,0,"NTNG","12:53:26","12:58:00",-274,"1Y25"
"1540","Friday",18,44,0.5,22,1.5,17,0,"NTNG","18:55:30","18:58:00",-150,"1Y49"
"1541","Tuesday",8,37,1,22,0.5,13,0,"NTNG","09:03:16","08:58:00",316,"1Y09"
"1542","Saturday",17,38,0,24,0,13,0,"NTNG","17:56:03","17:58:00",-117,"1Y45"
"1543","Sunday",10,19,0,9,0,4,0,"NTNG","11:05:48","10:58:00",468,"1Y17"
"1544","Monday",19,43,0,26,0.5,14,0,"NTNG","19:54:01","19:58:00",-239,"1Y53"
"1545","Saturday",12,35,0,23,0,13,0,"NTNG","13:09:22","12:58:00",682,"1Y25"
"1546","Tuesday",15,38,0,24,0,14,0,"NTNG","15:54:33","15:58:00",-207,"1Y37"
"1547","Thursday",17,39,0,23,2.5,15,0,"NTNG","18:03:34","17:58:00",334,"1Y45"
"1548","Wednesday",18,42,1,24,1.5,14,0,"NTNG","18:57:15","18:58:00",-45,"1Y49"
"1549","Thursday",17,41,0,22,0.25,15,0,"NTNG","17:56:39","17:58:00",-81,"1Y45"
"1550","Thursday",10,40,0,24,2,14,0,"NTNG","10:55:18","10:58:00",-162,"1Y17"
"1551","Monday",20,41,0.5,23,0,10,0.75,"NTNG","20:55:45","20:58:00",-135,"1Y57"
"1552","Thursday",18,44,0,23,1.5,14,0,"NTNG","18:57:06","18:58:00",-54,"1Y49"
"1553","Sunday",17,26,0,19,0,10,0.5,"NTNG","17:55:13","17:58:00",-167,"1Y45"
"1554","Tuesday",13,41,0,23,0,13,0,"NTNG","13:57:19","13:58:00",-41,"1Y29"
"1555","Friday",17,39,0,23,0,15,0,"NTNG","17:56:07","17:58:00",-113,"1Y45"
"1556","Tuesday",17,42,0,20,0.5,15,0,"NTNG","17:55:27","17:58:00",-153,"1Y45"
"1557","Monday",14,40,0.5,23,0,14,0,"NTNG","14:53:06","14:58:00",-294,"1Y33"
"1558","Tuesday",7,31,0,17,0,10,0,"NTNG","07:56:30","07:58:00",-90,"1Y05"
"1559","Monday",11,40,0,21,0.5,14,0,"NTNG","11:53:44","11:58:00",-256,"1Y21"
"1560","Thursday",12,43,1,23,0,14,0,"NTNG","12:55:38","12:58:00",-142,"1Y25"
"1561","Monday",17,38,2,22,0,15,0,"NTNG","17:56:23","17:58:00",-97,"1Y45"
"1562","Wednesday",18,44,0,23,0,14,0,"NTNG","18:59:59","18:58:00",119,"1Y49"
"1563","Tuesday",12,38,0.25,22,0,14,0,"NTNG","12:59:11","12:58:00",71,"1Y25"
"1564","Wednesday",13,40,0,25,0,14,0,"NTNG","13:59:24","13:58:00",84,"1Y29"
"1565","Sunday",10,22,0,10,1,5,0,"NTNG","10:55:25","10:58:00",-155,"1Y17"
"1566","Monday",10,41,1,25,0,14,0,"NTNG","10:55:29","10:58:00",-151,"1Y17"
"1567","Thursday",12,38,1,20,0.5,14,0,"NTNG","12:55:03","12:58:00",-177,"1Y25"
"1568","Thursday",15,38,0,22,0.25,10,1.75,"NTNG","15:52:37","15:58:00",-323,"1Y37"
"1569","Tuesday",11,37,0.5,23,4,15,0,"NTNG","11:58:10","11:58:00",10,"1Y21"
"1570","Sunday",12,18,0,13,0,7,0,"NTNG","12:55:50","12:58:00",-130,"1Y25"
"1571","Saturday",17,38,0,24,0,13,0,"NTNG","18:08:13","17:58:00",613,"1Y45"
"1572","Saturday",10,33,0,26,0,12,0,"NTNG","10:52:50","10:58:00",-310,"1Y17"
"1573","Friday",19,42,0.75,25,2,11,0,"NTNG","19:53:15","19:58:00",-285,"1Y53"
"1574","Thursday",8,41,0,21,0,13,0,"NTNG","08:55:59","08:58:00",-121,"1Y09"
"1575","Sunday",14,24,0,18,0,6,0,"NTNG","14:54:09","14:58:00",-231,"1Y33"
"1576","Monday",7,30,0,18,0,12,0,"NTNG","07:52:02","07:58:00",-358,"1Y05"
"1577","Friday",17,42,0,21,0,15,0,"NTNG","18:11:34","17:58:00",814,"1Y45"
"1578","Friday",18,43,2.5,24,2,15,1.5,"NTNG","18:54:36","18:58:00",-204,"1Y49"
"1579","Friday",18,43,1.5,22,0,14,0,"NTNG","18:54:11","18:58:00",-229,"1Y49"
"1580","Thursday",10,39,0.5,23,0,14,0,"NTNG","10:56:38","10:58:00",-82,"1Y17"
"1581","Wednesday",14,37,0.5,20,1,14,0,"NTNG","14:59:53","14:58:00",113,"1Y33"
"1582","Thursday",12,41,0,23,0,14,0,"NTNG","12:54:20","12:58:00",-220,"1Y25"
"1583","Monday",19,42,3,22,4,12,0,"NTNG","20:00:11","19:58:00",131,"1Y53"
"1584","Saturday",16,33,1,21,2,12,0.25,"NTNG","17:02:41","16:58:00",281,"1Y41"
"1585","Tuesday",17,39,0.5,24,0,14,0,"NTNG","17:59:35","17:58:00",95,"1Y45"
"1586","Saturday",9,41,0,25,1.5,12,0,"NTNG","09:56:28","09:58:00",-92,"1Y13"
"1587","Wednesday",10,38,0,23,0,14,0,"NTNG","10:52:14","10:58:00",-346,"1Y17"
"1588","Saturday",15,39,0,20,0,13,0,"NTNG","15:53:44","15:58:00",-256,"1Y37"
"1589","Saturday",11,37,0,22,0,13,0,"NTNG","11:56:44","11:58:00",-76,"1Y21"
"1590","Saturday",16,35,0,20,0,13,0,"NTNG","16:59:05","16:58:00",65,"1Y41"
"1591","Friday",18,42,0,24,0,13,0,"NTNG","18:52:48","18:58:00",-312,"1Y49"
"1592","Friday",12,42,2.5,22,1,15,0,"NTNG","12:57:23","12:58:00",-37,"1Y25"
"1593","Monday",10,41,2,22,0,13,0,"NTNG","11:01:34","10:58:00",214,"1Y17"
"1594","Monday",13,41,1,25,0,14,0,"NTNG","13:56:58","13:58:00",-62,"1Y29"
"1595","Thursday",8,39,0,21,0,13,0,"NTNG","08:59:14","08:58:00",74,"1Y09"
"1596","Friday",11,39,0.5,19,0,14,0,"NTNG","11:52:38","11:58:00",-322,"1Y21"
"1597","Monday",20,35,0.5,21,0,12,1.5,"NTNG","20:55:03","20:58:00",-177,"1Y57"
"1598","Friday",8,38,0,22,0,14,0,"NTNG","08:56:13","08:58:00",-107,"1Y09"
"1599","Tuesday",12,38,0,19,0,14,0,"NTNG","12:55:50","12:58:00",-130,"1Y25"
"1600","Sunday",20,21,0.5,20,0,7,0,"NTNG","20:57:14","20:58:00",-46,"1Y57"
"1601","Thursday",12,39,1.5,21,0,15,0,"NTNG","12:56:55","12:58:00",-65,"1Y25"
"1602","Thursday",18,44,0.5,25,1,14,0,"NTNG","18:53:07","18:58:00",-293,"1Y49"
"1603","Wednesday",18,43,1.5,23,2,14,0,"NTNG","19:00:37","18:58:00",157,"1Y49"
"1604","Saturday",15,36,1,21,4,14,0,"NTNG","16:17:22","15:58:00",1162,"1Y37"
"1605","Wednesday",10,39,0,25,0,14,0,"NTNG","11:03:14","10:58:00",314,"1Y17"
"1606","Thursday",20,38,0,26,1,11,0,"NTNG","20:55:24","20:58:00",-156,"1Y57"
"1607","Monday",8,37,0,24,0,13,0,"NTNG","08:59:05","08:58:00",65,"1Y09"
"1608","Saturday",13,37,1.5,23,1.5,13,0,"NTNG","13:59:50","13:58:00",110,"1Y29"
"1609","Saturday",15,37,0,23,0.5,14,0,"NTNG","15:54:35","15:58:00",-205,"1Y37"
"1610","Sunday",15,17,0,16,1,6,0,"NTNG","15:55:47","15:58:00",-133,"1Y37"
"1611","Friday",13,42,1.5,21,0.5,14,0,"NTNG","13:58:18","13:58:00",18,"1Y29"
"1612","Thursday",12,36,1,22,1,13,0,"NTNG","12:57:06","12:58:00",-54,"1Y25"
"1613","Thursday",14,38,0,23,0,14,0,"NTNG","14:58:31","14:58:00",31,"1Y33"
"1614","Friday",16,38,0,22,2.5,14,0,"NTNG","16:56:54","16:58:00",-66,"1Y41"
"1615","Saturday",10,35,0,24,0,13,0,"NTNG","10:53:15","10:58:00",-285,"1Y17"
"1616","Thursday",14,40,0,24,0,14,0,"NTNG","14:54:36","14:58:00",-204,"1Y33"
"1617","Friday",12,40,0.5,23,0,14,0,"NTNG","12:59:44","12:58:00",104,"1Y25"
"1618","Monday",12,36,1.75,21,2.5,14,0.75,"NTNG","12:55:32","12:58:00",-148,"1Y25"
"1619","Friday",20,32,1.5,23,2,11,1,"NTNG","20:55:45","20:58:00",-135,"1Y57"
"1620","Sunday",16,24,0,12,0.75,6,0,"NTNG","16:59:49","16:58:00",109,"1Y41"
"1621","Friday",18,47,4,27,1,14,0,"NTNG","18:55:34","18:58:00",-146,"1Y49"
"1622","Friday",10,38,0,24,0,13,0,"NTNG","10:58:46","10:58:00",46,"1Y17"
"1623","Wednesday",17,40,0,21,0,15,0,"NTNG","17:55:54","17:58:00",-126,"1Y45"
"1624","Saturday",8,37,0,18,0,11,0,"NTNG","08:55:56","08:58:00",-124,"1Y09"
"1625","Sunday",13,23,1.5,13,0,4,0,"NTNG","13:54:18","13:58:00",-222,"1Y29"
"1626","Monday",11,35,3,19,2.5,14,0,"NTNG","11:54:44","11:58:00",-196,"1Y21"
"1627","Friday",11,35,0,19,0,14,0,"NTNG","11:52:11","11:58:00",-349,"1Y21"
"1628","Wednesday",16,36,0.5,22,0.75,13,0.5,"NTNG","16:59:20","16:58:00",80,"1Y41"
"1629","Tuesday",7,30,0,18,0,11,0,"NTNG","07:56:33","07:58:00",-87,"1Y05"
"1630","Wednesday",15,39,0.5,24,0,14,0,"NTNG","15:52:38","15:58:00",-322,"1Y37"
"1631","Thursday",18,43,1,25,0,14,0,"NTNG","18:55:53","18:58:00",-127,"1Y49"
"1632","Thursday",13,36,0,25,1,14,0,"NTNG","13:53:36","13:58:00",-264,"1Y29"
"1633","Monday",15,37,0,22,1,14,0,"NTNG","15:54:36","15:58:00",-204,"1Y37"
"1634","Thursday",18,43,0,23,0,14,0,"NTNG","18:52:49","18:58:00",-311,"1Y49"
"1635","Friday",10,41,1,21,0,14,0.5,"NTNG","11:01:04","10:58:00",184,"1Y17"
"1636","Tuesday",13,38,0,21,1,14,0,"NTNG","13:52:42","13:58:00",-318,"1Y29"
"1637","Monday",18,39,2,23,1,14,0,"NTNG","19:05:58","18:58:00",478,"1Y49"
"1638","Monday",17,44,0,23,0.5,15,0,"NTNG","17:59:14","17:58:00",74,"1Y45"
"1639","Thursday",9,43,2,20,0,11,0,"NTNG","09:54:33","09:58:00",-207,"1Y13"
"1640","Wednesday",7,32,0,17,0,11,0,"NTNG","07:51:52","07:58:00",-368,"1Y05"
"1641","Friday",17,45,0.5,23,0,15,0,"NTNG","17:57:22","17:58:00",-38,"1Y45"
"1642","Sunday",11,24,2.25,14,0,3,0,"NTNG","11:53:03","11:58:00",-297,"1Y21"
"1643","Tuesday",9,43,0,22,1,13,0,"NTNG","09:52:59","09:58:00",-301,"1Y13"
"1644","Tuesday",8,39,0,20,0,13,0,"NTNG","08:54:14","08:58:00",-226,"1Y09"
"1645","Sunday",14,24,0,10,1.75,4,0,"NTNG","14:54:31","14:58:00",-209,"1Y33"
"1646","Friday",7,34,0,17,0,11,0,"NTNG","07:51:43","07:58:00",-377,"1Y05"
"1647","Monday",9,45,0,21,0,13,0,"NTNG","09:53:24","09:58:00",-276,"1Y13"
"1648","Tuesday",20,37,0,25,2,11,0.5,"NTNG","20:55:43","20:58:00",-137,"1Y57"
"1649","Thursday",13,41,0,26,0,14,0,"NTNG","13:52:46","13:58:00",-314,"1Y29"
"1650","Saturday",10,36,0,23,0,12,0,"NTNG","10:53:06","10:58:00",-294,"1Y17"
"1651","Thursday",9,43,0,24,0,14,0,"NTNG","09:53:03","09:58:00",-297,"1Y13"
"1652","Friday",20,38,2.25,23,2,12,0,"NTNG","21:01:56","20:58:00",236,"1Y57"
"1653","Monday",11,41,1,21,0.5,14,0,"NTNG","11:55:12","11:58:00",-168,"1Y21"
"1654","Wednesday",16,36,0,21,0,14,0,"NTNG","16:55:38","16:58:00",-142,"1Y41"
"1655","Wednesday",13,40,2.5,22,4,14,4,"NTNG","14:01:39","13:58:00",219,"1Y29"
"1656","Sunday",11,24,0,14,0.5,3,0,"NTNG","11:53:19","11:58:00",-281,"1Y21"
"1657","Thursday",18,42,1,22,0,14,0,"NTNG","19:01:02","18:58:00",182,"1Y49"
"1658","Saturday",11,38,0.5,20,1,13,0,"NTNG","12:00:38","11:58:00",158,"1Y21"
"1659","Wednesday",12,38,0,22,0,14,0,"NTNG","12:53:11","12:58:00",-289,"1Y25"
"1660","Monday",20,37,0,23,1,11,0,"NTNG","20:53:11","20:58:00",-289,"1Y57"
"1661","Saturday",20,35,3,25,4,9,0,"NTNG","20:58:50","20:58:00",50,"1Y57"
"1662","Monday",17,38,0.5,21,0,15,0,"NTNG","17:56:26","17:58:00",-94,"1Y45"
"1663","Monday",10,41,0,24,0,14,0,"NTNG","10:54:12","10:58:00",-228,"1Y17"
"1664","Friday",14,41,0,22,0.75,14,0,"NTNG","14:54:54","14:58:00",-186,"1Y33"
"1665","Tuesday",12,37,0,21,0,14,0,"NTNG","12:52:54","12:58:00",-306,"1Y25"
"1666","Wednesday",8,37,1,21,1,13,0,"NTNG","09:01:38","08:58:00",218,"1Y09"
"1667","Friday",12,39,1,21,0,14,0,"NTNG","12:55:41","12:58:00",-139,"1Y25"
"1668","Wednesday",8,40,0,21,0,14,0,"NTNG","08:55:27","08:58:00",-153,"1Y09"
"1669","Saturday",10,36,0,22,0,13,0,"NTNG","10:56:24","10:58:00",-96,"1Y17"
"1670","Monday",9,44,0,21,0,14,0,"NTNG","09:53:56","09:58:00",-244,"1Y13"
"1671","Thursday",17,44,0,22,0,16,0,"NTNG","17:56:16","17:58:00",-104,"1Y45"
"1672","Tuesday",14,40,0,24,0,14,0,"NTNG","14:55:08","14:58:00",-172,"1Y33"
"1673","Wednesday",12,41,1,20,1.5,14,0,"NTNG","13:01:01","12:58:00",181,"1Y25"
"1674","Friday",14,36,1,25,0.5,14,0,"NTNG","15:07:37","14:58:00",577,"1Y33"
"1675","Thursday",15,39,0,24,0,14,0,"NTNG","15:53:56","15:58:00",-244,"1Y37"
"1676","Sunday",14,27,0,17,0,7,0,"NTNG","14:57:37","14:58:00",-23,"1Y33"
"1677","Wednesday",10,41,1.5,25,1,14,0,"NTNG","10:53:24","10:58:00",-276,"1Y17"
"1678","Thursday",11,38,0,20,0,14,0,"NTNG","11:54:59","11:58:00",-181,"1Y21"
"1679","Wednesday",7,30,0,16,0,11,0,"NTNG","07:51:36","07:58:00",-384,"1Y05"
"1680","Saturday",19,38,0,25,0,13,0.5,"NTNG","19:56:31","19:58:00",-89,"1Y53"
"1681","Sunday",12,26,1.5,12,0,7,0,"NTNG","12:58:38","12:58:00",38,"1Y25"
"1682","Saturday",19,36,3,20,3,10,0,"NTNG","20:16:04","19:58:00",1084,"1Y53"
"1683","Thursday",8,37,0,20,0,14,0,"NTNG","08:56:41","08:58:00",-79,"1Y09"
"1684","Tuesday",12,36,0,24,0,14,0,"NTNG","12:52:53","12:58:00",-307,"1Y25"
"1685","Tuesday",20,41,0,22,0,11,0,"NTNG","20:53:08","20:58:00",-292,"1Y57"
"1686","Monday",11,42,0,20,0,14,0,"NTNG","12:20:04","11:58:00",1324,"1Y21"
"1687","Monday",13,41,0,24,0,14,0,"NTNG","13:58:35","13:58:00",35,"1Y29"
"1688","Thursday",11,39,0,20,0,14,0,"NTNG","11:51:47","11:58:00",-373,"1Y21"
"1689","Tuesday",20,40,0,23,0,11,0,"NTNG","20:53:01","20:58:00",-299,"1Y57"
"1690","Friday",13,41,0,27,0.5,14,0,"NTNG","13:58:02","13:58:00",2,"1Y29"
"1691","Thursday",7,30,0,19,0,11,0,"NTNG","07:53:48","07:58:00",-252,"1Y05"
"1692","Sunday",12,22,1.5,14,2.25,7,0,"NTNG","12:54:18","12:58:00",-222,"1Y25"
"1693","Wednesday",20,40,0,21,1.5,11,0,"NTNG","20:54:09","20:58:00",-231,"1Y57"
"1694","Friday",14,38,0,20,0.5,14,0,"NTNG","14:52:48","14:58:00",-312,"1Y33"
"1695","Tuesday",12,37,0,27,6,13,0,"NTNG","13:01:32","12:58:00",212,"1Y25"
"1696","Thursday",18,41,0,22,4.25,13,0.5,"NTNG","19:02:49","18:58:00",289,"1Y49"
"1697","Monday",14,37,0,22,0.25,14,0,"NTNG","14:52:25","14:58:00",-335,"1Y33"
"1698","Wednesday",11,39,0,24,1,14,0,"NTNG","11:52:59","11:58:00",-301,"1Y21"
"1699","Saturday",15,38,0.5,25,2.5,13,0,"NTNG","15:53:31","15:58:00",-269,"1Y37"
"1700","Tuesday",7,33,0,18,0,11,0,"NTNG","07:58:49","07:58:00",49,"1Y05"
"1701","Thursday",11,39,0,24,0,14,0,"NTNG","11:52:54","11:58:00",-306,"1Y21"
"1702","Monday",11,38,0,22,1,14,0,"NTNG","11:56:17","11:58:00",-103,"1Y21"
"1703","Thursday",20,34,0,24,1.5,11,0,"NTNG","20:54:55","20:58:00",-185,"1Y57"
"1704","Saturday",11,34,0,25,1.5,12,0,"NTNG","11:55:54","11:58:00",-126,"1Y21"
"1705","Tuesday",20,38,0,22,0,12,0,"NTNG","20:53:09","20:58:00",-291,"1Y57"
"1706","Tuesday",16,32,0.5,22,1.25,14,0,"NTNG","16:55:30","16:58:00",-150,"1Y41"
"1707","Thursday",7,32,0,15,0,11,0,"NTNG","07:55:00","07:58:00",-180,"1Y05"
"1708","Sunday",18,22,0,19,0,8,0,"NTNG","18:57:40","18:58:00",-20,"1Y49"
"1709","Wednesday",8,39,0,22,0,14,0,"NTNG","08:55:18","08:58:00",-162,"1Y09"
"1710","Monday",7,31,0,17,0,12,0,"NTNG","07:51:14","07:58:00",-406,"1Y05"
"1711","Saturday",8,35,0,19,0,11,0,"NTNG","09:04:49","08:58:00",409,"1Y09"
"1712","Friday",16,41,0,21,1.5,14,0,"NTNG","16:54:51","16:58:00",-189,"1Y41"
"1713","Wednesday",19,43,2,25,3,13,0,"NTNG","20:18:37","19:58:00",1237,"1Y53"
"1714","Sunday",18,27,0,14,0,8,0,"NTNG","18:54:00","18:58:00",-240,"1Y49"
"1715","Monday",16,40,0,22,2,14,0,"NTNG","16:56:18","16:58:00",-102,"1Y41"
"1716","Friday",17,42,0.75,22,2.25,15,0,"NTNG","17:57:44","17:58:00",-16,"1Y45"
"1717","Tuesday",11,44,1,24,1.5,14,0,"NTNG","11:53:41","11:58:00",-259,"1Y21"
"1718","Friday",14,37,0,23,0.5,14,0,"NTNG","14:54:31","14:58:00",-209,"1Y33"
"1719","Tuesday",17,41,0,23,0,15,0,"NTNG","18:02:04","17:58:00",244,"1Y45"
"1720","Friday",19,45,2.5,20,1.5,12,0,"NTNG","19:55:23","19:58:00",-157,"1Y53"
"1721","Saturday",13,36,0,24,1,13,0,"NTNG","13:55:38","13:58:00",-142,"1Y29"
"1722","Wednesday",20,41,0.5,21,0,11,3.5,"NTNG","20:59:07","20:58:00",67,"1Y57"
"1723","Friday",15,39,0,26,3,14,0,"NTNG","15:52:54","15:58:00",-306,"1Y37"
"1724","Sunday",12,20,0,12,0,9,0,"NTNG","12:56:47","12:58:00",-73,"1Y25"
"1725","Monday",7,31,0,17,0,10,0,"NTNG","07:53:22","07:58:00",-278,"1Y05"
"1726","Thursday",18,45,0,24,0,14,0,"NTNG","18:56:10","18:58:00",-110,"1Y49"
"1727","Friday",13,40,0,25,1,14,0,"NTNG","13:57:40","13:58:00",-20,"1Y29"
"1728","Wednesday",18,43,1,24,0,14,0,"NTNG","19:03:12","18:58:00",312,"1Y49"
"1729","Wednesday",15,39,0,23,0.5,14,0,"NTNG","15:52:29","15:58:00",-331,"1Y37"
"1730","Tuesday",20,38,0,20,0,9,0,"NTNG","21:00:40","20:58:00",160,"1Y57"
"1731","Thursday",14,38,1,20,0.75,14,0,"NTNG","14:57:06","14:58:00",-54,"1Y33"
"1732","Wednesday",13,43,0.5,26,1,13,0,"NTNG","13:56:00","13:58:00",-120,"1Y29"
"1733","Wednesday",10,41,0,25,0,14,0,"NTNG","10:59:45","10:58:00",105,"1Y17"
"1734","Thursday",12,40,0,23,1,14,0.25,"NTNG","12:53:47","12:58:00",-253,"1Y25"
"1735","Sunday",14,22,0,17,0,7,0,"NTNG","14:55:37","14:58:00",-143,"1Y33"
"1736","Thursday",16,36,0,21,0,14,0,"NTNG","16:57:30","16:58:00",-30,"1Y41"
"1737","Thursday",8,37,0,21,0,13,0,"NTNG","08:55:34","08:58:00",-146,"1Y09"
"1738","Thursday",17,42,0.25,22,1,16,0,"NTNG","17:54:56","17:58:00",-184,"1Y45"
"1739","Sunday",10,21,0,8,0,4,0,"NTNG","10:56:56","10:58:00",-64,"1Y17"
"1740","Wednesday",15,38,0,23,1,14,0,"NTNG","15:59:13","15:58:00",73,"1Y37"
"1741","Thursday",8,38,0.25,20,0.5,13,0,"NTNG","08:58:20","08:58:00",20,"1Y09"
"1742","Sunday",17,26,0,19,0,10,0,"NTNG","17:55:55","17:58:00",-125,"1Y45"
"1743","Tuesday",7,33,0,18,0,11,0,"NTNG","07:53:20","07:58:00",-280,"1Y05"
"1744","Sunday",16,24,1,12,0,6,0,"NTNG","17:03:55","16:58:00",355,"1Y41"
"1745","Thursday",11,39,0,23,0.5,14,0,"NTNG","11:54:16","11:58:00",-224,"1Y21"
"1746","Thursday",16,38,0,19,0,13,0,"NTNG","16:53:23","16:58:00",-277,"1Y41"
"1747","Thursday",19,40,0,23,0,11,0,"NTNG","19:54:07","19:58:00",-233,"1Y53"
"1748","Wednesday",20,40,0,23,1,11,0,"NTNG","21:00:38","20:58:00",158,"1Y57"
"1749","Saturday",11,39,0.5,21,1,13,0,"NTNG","11:54:30","11:58:00",-210,"1Y21"
"1750","Friday",8,39,0,22,0,13,0,"NTNG","08:55:02","08:58:00",-178,"1Y09"
"1751","Monday",20,39,0,20,0,11,0,"NTNG","20:53:41","20:58:00",-259,"1Y57"
"1752","Saturday",11,36,0,21,0,13,0,"NTNG","12:02:51","11:58:00",291,"1Y21"
"1753","Saturday",18,35,0.5,26,1.5,13,0,"NTNG","18:53:07","18:58:00",-293,"1Y49"
"1754","Thursday",15,33,0,21,0.5,13,0,"NTNG","15:59:09","15:58:00",69,"1Y37"
"1755","Monday",11,39,2.5,23,2,14,0,"NTNG","11:52:25","11:58:00",-335,"1Y21"
"1756","Friday",11,41,0,24,0,14,0,"NTNG","11:53:20","11:58:00",-280,"1Y21"
"1757","Monday",9,41,1.5,21,0.5,13,0,"NTNG","10:20:42","09:58:00",1362,"1Y13"
"1758","Saturday",14,36,0,21,2,14,0,"NTNG","14:54:16","14:58:00",-224,"1Y33"
"1759","Saturday",8,30,0,19,0,11,0,"NTNG","08:55:42","08:58:00",-138,"1Y09"
"1760","Sunday",13,25,0.5,14,0,5,0,"NTNG","14:00:43","13:58:00",163,"1Y29"
"1761","Wednesday",11,40,0,21,0,14,0,"NTNG","11:52:26","11:58:00",-334,"1Y21"
"1762","Tuesday",14,35,0.5,23,0,14,0,"NTNG","14:59:33","14:58:00",93,"1Y33"
"1763","Wednesday",20,39,0.5,23,0,11,0,"NTNG","20:52:29","20:58:00",-331,"1Y57"
"1764","Wednesday",9,44,0,22,0.5,14,0,"NTNG","09:52:41","09:58:00",-319,"1Y13"
"1765","Tuesday",20,40,1,24,1.25,10,0,"NTNG","20:54:36","20:58:00",-204,"1Y57"
"1766","Monday",19,40,2,23,1.5,12,0,"NTNG","19:53:06","19:58:00",-294,"1Y53"
"1767","Sunday",11,19,0.5,8,0,3,0,"NTNG","11:54:37","11:58:00",-203,"1Y21"
"1768","Monday",14,39,0,22,0,14,0,"NTNG","14:54:40","14:58:00",-200,"1Y33"
"1769","Sunday",15,25,0,10,0,6,0,"NTNG","16:05:29","15:58:00",449,"1Y37"
"1770","Saturday",16,34,1,24,2,13,0,"NTNG","17:00:16","16:58:00",136,"1Y41"
"1771","Wednesday",15,36,0.5,20,0,13,0,"NTNG","15:52:27","15:58:00",-333,"1Y37"
"1772","Thursday",20,40,0,24,0,11,1,"NTNG","20:54:53","20:58:00",-187,"1Y57"
"1773","Friday",9,42,0.5,23,0,13,0,"NTNG","09:58:26","09:58:00",26,"1Y13"
"1774","Wednesday",12,42,0.5,20,0,14,0,"NTNG","12:56:10","12:58:00",-110,"1Y25"
"1775","Thursday",9,40,0.5,22,1.75,13,0,"NTNG","09:55:37","09:58:00",-143,"1Y13"
"1776","Friday",8,41,0,22,0.75,13,0,"NTNG","08:55:02","08:58:00",-178,"1Y09"
"1777","Saturday",17,36,2.5,22,2.5,13,0,"NTNG","18:18:05","17:58:00",1205,"1Y45"
"1778","Saturday",13,35,0.5,26,0,13,0,"NTNG","13:53:39","13:58:00",-261,"1Y29"
"1779","Friday",12,38,3.5,22,2.5,14,0,"NTNG","12:54:32","12:58:00",-208,"1Y25"
"1780","Saturday",19,41,0,24,0.75,12,0,"NTNG","20:21:04","19:58:00",1384,"1Y53"
"1781","Sunday",11,26,0,11,0,2,1.75,"NTNG","11:50:45","11:58:00",-435,"1Y21"
"1782","Saturday",18,32,0,22,0.25,13,1,"NTNG","18:55:52","18:58:00",-128,"1Y49"
"1783","Sunday",10,22,0,8,1.25,4,0,"NTNG","10:56:16","10:58:00",-104,"1Y17"
"1784","Friday",9,40,2.5,23,0,13,0,"NTNG","10:00:04","09:58:00",124,"1Y13"
"1785","Wednesday",18,45,0,21,0,14,0,"NTNG","18:57:15","18:58:00",-45,"1Y49"
"1786","Thursday",19,32,0.5,23,3,13,0,"NTNG","19:59:49","19:58:00",109,"1Y53"
"1787","Thursday",20,37,1.5,24,0,11,0.5,"NTNG","20:55:56","20:58:00",-124,"1Y57"
"1788","Saturday",15,36,0.5,25,2,13,0,"NTNG","16:00:23","15:58:00",143,"1Y37"
"1789","Wednesday",13,39,0,24,0.5,14,0,"NTNG","13:58:39","13:58:00",39,"1Y29"
"1790","Saturday",19,32,1.25,25,0,13,2.5,"NTNG","20:05:40","19:58:00",460,"1Y53"
"1791","Thursday",9,44,5.5,20,2,13,0,"NTNG","09:57:09","09:58:00",-51,"1Y13"
"1792","Friday",17,45,3,23,2,16,0,"NTNG","17:53:13","17:58:00",-287,"1Y45"
"1793","Thursday",7,34,0,19,0,11,0,"NTNG","07:52:25","07:58:00",-335,"1Y05"
"1794","Tuesday",14,38,0,23,1,14,0,"NTNG","14:53:39","14:58:00",-261,"1Y33"
"1795","Wednesday",14,40,0.25,22,0,14,0.5,"NTNG","14:58:33","14:58:00",33,"1Y33"
"1796","Monday",12,37,0,20,0.25,13,0,"NTNG","12:55:56","12:58:00",-124,"1Y25"
"1797","Thursday",8,40,0.25,20,0,13,0,"NTNG","09:01:52","08:58:00",232,"1Y09"
"1798","Monday",16,35,0,21,0,14,0,"NTNG","16:53:49","16:58:00",-251,"1Y41"
"1799","Wednesday",19,43,0,23,0.5,13,0,"NTNG","19:54:57","19:58:00",-183,"1Y53"
"1800","Saturday",10,34,0,25,0,13,0,"NTNG","10:54:43","10:58:00",-197,"1Y17"
"1801","Sunday",18,26,0,19,0,8,0,"NTNG","18:58:43","18:58:00",43,"1Y49"
